j,t,Girls,Boys,Women,Men
310040980059,2010,0,0,1,1
310040980080,2010,2,3,1,1
310040980100,2010,0,0,1,1
310040980141,2010,0,1,1,1
310040980161,2010,1,0,1,1
310040980181,2010,3,0,1,1
310040980202,2010,2,2,1,0
310040980263,2010,0,0,1,0
310040980283,2010,0,2,1,1
310040980303,2010,2,0,1,1
310040980306,2010,0,1,1,0
310040980344,2010,2,0,1,1
310040980364,2010,0,1,1,1
310040980385,2010,4,1,2,1
310040980425,2010,1,0,1,1
310043120006,2010,1,2,1,0
310043120011,2010,1,3,1,1
310043120017,2010,2,3,1,1
310043120023,2010,0,3,1,1
310043120029,2010,2,3,1,1
310043120040,2010,2,1,1,1
310043120046,2010,3,1,1,1
310043120052,2010,2,0,1,1
310043120057,2010,0,0,1,0
310043120069,2010,1,0,1,1
310043120075,2010,0,1,1,1
310043120081,2010,1,2,1,1
310043120086,2010,0,0,1,2
310043120104,2010,2,1,1,1
310043120109,2010,2,1,1,1
310043120121,2010,3,0,1,1
310050610021,2010,0,1,1,1
310050610035,2010,1,0,1,4
310050610049,2010,0,0,1,0
310050610063,2010,0,1,1,0
310050610091,2010,3,0,1,1
310050610105,2010,1,0,1,1
310050610113,2010,1,3,2,1
310050610119,2010,2,1,1,1
310050610162,2010,3,0,1,1
310050610176,2010,2,0,1,1
310050610190,2010,0,0,1,1
310050610204,2010,2,0,1,1
310050610232,2010,1,2,1,1
310050610246,2010,0,0,1,0
310050610260,2010,1,4,1,1
310050610289,2010,0,0,1,1
310062840047,2010,0,0,1,0
310062840050,2010,0,1,2,0
310062840075,2010,1,1,1,1
310062840101,2010,1,0,1,2
310062840151,2010,2,0,1,1
310062840176,2010,1,0,1,1
310062840201,2010,0,0,1,1
310062840226,2010,1,0,1,1
310062840277,2010,0,1,1,1
310062840302,2010,1,5,1,1
310062840327,2010,1,0,0,1
310062840352,2010,1,1,1,1
310062840402,2010,1,2,1,0
310062840427,2010,0,3,1,0
310062840453,2010,3,1,1,1
310062840503,2010,0,0,1,1
310065560120,2010,1,0,0,1
310065560154,2010,0,2,1,0
310065560157,2010,2,3,1,1
310065560166,2010,1,0,1,1
310065560168,2010,2,0,1,1
310065560199,2010,1,0,1,2
310065560216,2010,0,0,1,1
310065560246,2010,2,1,1,0
310065560257,2010,1,0,1,0
310065560261,2010,1,0,1,0
310065560288,2010,1,0,1,0
310065560292,2010,0,0,1,1
310065560328,2010,0,2,1,1
310065560344,2010,1,3,2,1
310065560370,2010,2,2,2,2
310065560417,2010,0,0,1,0
310073350006,2010,1,0,2,2
310073350029,2010,3,0,2,1
310073350074,2010,0,1,1,1
310073350097,2010,2,1,1,1
310073350120,2010,1,1,1,1
310073350166,2010,4,4,1,1
310073350189,2010,2,1,1,0
310073350212,2010,2,3,1,1
310073350258,2010,0,1,1,1
310073350281,2010,1,1,1,1
310073350304,2010,2,4,2,2
310073350350,2010,0,2,2,1
310073350373,2010,0,2,2,1
310073350396,2010,2,2,1,1
310073350442,2010,2,1,2,0
310073350465,2010,1,1,2,1
310075440030,2010,1,1,2,2
310075440039,2010,1,0,1,1
310075440083,2010,4,0,1,1
310075440137,2010,6,0,2,1
310075440142,2010,0,0,1,0
310075440235,2010,2,0,1,1
310075440267,2010,0,1,1,1
310075440278,2010,0,1,1,1
310075440283,2010,2,3,0,1
310075440333,2010,1,0,1,0
310075440336,2010,0,2,2,1
310075440347,2010,1,4,1,1
310075440365,2010,2,9,3,3
310075440370,2010,3,2,1,1
310075440411,2010,1,3,1,3
310075440415,2010,0,0,0,1
310075490018,2010,1,0,2,5
310075490028,2010,1,1,1,0
310075490037,2010,0,1,1,1
310075490046,2010,3,1,1,1
310075490065,2010,0,4,1,3
310075490074,2010,0,0,1,4
310075490084,2010,0,0,0,1
310075490093,2010,1,2,1,1
310075490112,2010,1,0,1,0
310075490121,2010,0,3,1,1
310075490131,2010,3,1,1,0
310075490140,2010,0,0,2,2
310075490159,2010,2,2,2,2
310075490168,2010,2,2,1,1
310075490178,2010,0,1,1,0
310075490196,2010,1,0,2,2
310076450012,2010,0,1,1,0
310076450023,2010,1,1,1,1
310076450035,2010,1,0,0,1
310076450047,2010,0,0,2,0
310076450059,2010,1,3,1,1
310076450065,2010,1,3,3,0
310076450082,2010,2,1,1,1
310076450094,2010,0,1,1,1
310076450106,2010,1,1,1,1
310076450118,2010,0,0,2,1
310076450142,2010,2,1,1,1
310076450153,2010,1,1,1,0
310076450177,2010,1,0,1,1
310076450201,2010,0,0,1,1
310076450212,2010,0,0,1,1
310076450224,2010,2,0,1,1
311010090006,2010,2,1,1,0
311010090040,2010,2,2,1,1
311010090050,2010,0,3,2,1
311010090073,2010,1,1,1,0
311010090087,2010,0,0,0,1
311010090139,2010,0,1,1,2
311010090147,2010,1,2,1,1
311010090182,2010,0,0,1,0
311010090204,2010,1,0,1,1
311010090218,2010,2,3,1,1
311010090311,2010,0,0,1,0
311010090326,2010,1,0,1,3
311010090368,2010,1,0,2,3
311010090406,2010,2,2,1,1
311010090408,2010,0,0,1,1
311010090434,2010,2,1,3,1
311013990012,2010,0,0,1,0
311013990018,2010,1,0,1,1
311013990027,2010,0,0,1,1
311013990036,2010,0,0,0,1
311013990054,2010,0,0,1,1
311013990063,2010,0,0,0,1
311013990072,2010,0,0,1,1
311013990081,2010,1,2,1,1
311013990100,2010,2,4,1,1
311013990109,2010,0,1,1,1
311013990118,2010,1,2,1,1
311013990127,2010,2,2,1,1
311013990145,2010,1,1,1,1
311013990154,2010,1,2,1,0
311013990163,2010,0,0,1,1
311013990181,2010,0,1,1,0
311022660012,2010,0,0,1,1
311022660026,2010,1,0,1,2
311022660040,2010,0,1,1,1
311022660055,2010,2,1,1,0
311022660069,2010,0,3,1,1
311022660097,2010,0,0,1,1
311022660112,2010,1,1,1,0
311022660126,2010,0,2,3,1
311022660140,2010,0,1,1,0
311022660183,2010,0,0,0,1
311022660197,2010,1,3,1,1
311022660211,2010,1,4,1,1
311022660240,2010,0,0,1,1
311022660254,2010,1,3,1,1
311022660268,2010,2,2,2,0
311022660297,2010,0,3,1,1
311025910010,2010,0,2,1,1
311025910017,2010,0,1,1,1
311025910024,2010,0,0,0,1
311025910031,2010,0,1,1,1
311025910045,2010,1,1,1,1
311025910052,2010,0,2,1,0
311025910059,2010,0,0,1,1
311025910066,2010,0,0,1,0
311025910080,2010,2,2,1,0
311025910087,2010,1,0,1,2
311025910094,2010,2,2,1,1
311025910101,2010,0,0,1,0
311025910115,2010,0,0,1,1
311025910123,2010,0,1,1,1
311025910130,2010,0,0,1,1
311025910144,2010,0,0,1,1
311040860017,2010,2,0,2,3
311040860026,2010,1,0,1,1
311040860039,2010,0,2,1,1
311040860052,2010,2,2,1,1
311040860078,2010,2,0,2,2
311040860091,2010,0,1,0,2
311040860104,2010,0,0,1,1
311040860117,2010,3,3,1,2
311040860142,2010,0,2,1,0
311040860155,2010,0,0,0,1
311040860168,2010,1,3,1,1
311040860181,2010,0,0,1,0
311040860207,2010,1,2,1,1
311040860220,2010,0,0,1,0
311040860233,2010,1,3,1,1
311040860259,2010,0,0,1,1
311041470008,2010,1,2,1,1
311041470016,2010,0,1,1,1
311041470023,2010,2,2,2,2
311041470031,2010,0,2,1,0
311041470046,2010,1,0,1,1
311041470054,2010,0,0,1,1
311041470062,2010,1,0,1,1
311041470070,2010,2,0,3,0
311041470085,2010,1,0,1,1
311041470093,2010,0,0,1,1
311041470100,2010,2,0,1,1
311041470108,2010,1,1,1,1
311041470124,2010,0,1,2,1
311041470131,2010,1,2,1,2
311041470139,2010,3,0,1,1
311041470154,2010,1,2,1,0
311043610015,2010,1,2,1,1
311043610026,2010,1,1,1,1
311043610037,2010,1,2,1,1
311043610048,2010,1,1,1,1
311043610069,2010,0,0,1,0
311043610080,2010,0,0,0,1
311043610090,2010,1,2,1,1
311043610101,2010,2,2,1,1
311043610123,2010,2,1,1,1
311043610133,2010,2,1,1,1
311043610144,2010,3,0,1,1
311043610155,2010,2,1,1,0
311043610176,2010,3,1,1,2
311043610187,2010,1,4,2,1
311043610198,2010,1,2,1,0
311043610219,2010,0,1,1,1
311044960058,2010,0,0,0,1
311044960064,2010,2,1,1,1
311044960065,2010,0,0,2,0
311044960117,2010,2,2,1,1
311044960134,2010,3,2,1,1
311044960135,2010,1,1,1,2
311044960137,2010,0,0,1,1
311044960152,2010,0,0,0,2
311044960153,2010,1,0,1,0
311044960182,2010,0,0,0,1
311044960183,2010,1,0,1,1
311044960185,2010,2,1,1,0
311044960188,2010,1,2,2,2
311044960192,2010,1,3,2,1
311044960202,2010,0,0,1,1
311044960218,2010,2,2,1,1
311046910010,2010,2,1,2,1
311046910018,2010,4,2,1,3
311046910027,2010,0,0,1,2
311046910036,2010,0,0,2,0
311046910053,2010,0,0,1,0
311046910062,2010,1,1,1,1
311046910071,2010,5,2,1,1
311046910080,2010,1,4,1,1
311046910098,2010,2,2,1,1
311046910107,2010,1,1,1,1
311046910116,2010,0,1,1,0
311046910125,2010,1,1,0,1
311046910142,2010,0,0,1,1
311046910151,2010,0,0,0,1
311046910160,2010,0,0,1,2
311046910178,2010,0,4,1,1
311046960013,2010,1,3,1,1
311046960028,2010,2,0,1,1
311046960039,2010,2,4,1,1
311046960051,2010,1,0,1,1
311046960054,2010,2,1,1,0
311046960067,2010,1,2,2,2
311046960078,2010,0,0,1,2
311046960104,2010,3,0,1,0
311046960127,2010,3,0,1,0
311046960136,2010,1,1,1,0
311046960143,2010,1,4,1,2
311046960156,2010,1,2,1,2
311046960196,2010,2,2,1,1
311046960208,2010,0,3,1,1
311046960247,2010,1,1,1,2
311046960260,2010,1,1,1,1
311050910008,2010,1,1,1,1
311050910015,2010,1,1,1,1
311050910022,2010,0,1,1,1
311050910029,2010,0,0,1,1
311050910042,2010,0,0,1,0
311050910049,2010,0,4,1,1
311050910056,2010,0,0,2,1
311050910062,2010,1,0,1,1
311050910076,2010,1,0,1,2
311050910083,2010,0,0,1,1
311050910089,2010,0,0,1,1
311050910096,2010,0,4,2,2
311050910110,2010,1,0,2,1
311050910116,2010,2,3,1,0
311050910123,2010,0,0,1,0
311050910137,2010,1,1,2,2
311055590019,2010,0,2,1,0
311055590031,2010,2,1,1,1
311055590042,2010,1,2,1,2
311055590054,2010,2,3,1,0
311055590078,2010,0,0,1,2
311055590090,2010,1,2,1,2
311055590102,2010,0,0,1,0
311055590114,2010,2,0,1,1
311055590137,2010,0,2,1,2
311055590149,2010,0,0,1,0
311055590161,2010,0,0,1,1
311055590173,2010,0,0,1,1
311055590197,2010,2,3,1,3
311055590208,2010,1,0,1,1
311055590220,2010,0,0,1,1
311055590244,2010,0,0,1,1
311055810030,2010,0,1,1,0
311055810060,2010,2,3,1,1
311055810101,2010,1,0,2,1
311055810109,2010,2,0,1,1
311055810142,2010,3,0,1,0
311055810155,2010,0,0,1,0
311055810160,2010,0,1,1,0
311055810255,2010,1,1,1,3
311055810267,2010,3,1,1,0
311055810270,2010,2,1,0,1
311055810279,2010,3,3,2,1
311055810284,2010,1,1,1,1
311055810333,2010,1,1,1,1
311055810342,2010,2,0,1,1
311055810353,2010,2,4,1,1
311055810357,2010,1,0,1,1
311060660010,2010,1,1,1,1
311060660020,2010,0,2,1,1
311060660030,2010,1,2,1,0
311060660040,2010,2,2,1,0
311060660060,2010,2,3,1,1
311060660070,2010,2,1,1,1
311060660080,2010,2,1,1,0
311060660091,2010,1,1,1,1
311060660111,2010,2,2,1,1
311060660121,2010,0,2,1,1
311060660131,2010,0,0,1,1
311060660141,2010,3,1,1,1
311060660161,2010,2,3,1,2
311060660171,2010,0,0,1,1
311060660181,2010,0,1,1,1
311060660201,2010,0,4,1,1
311061820018,2010,2,1,1,1
311061820026,2010,1,3,2,1
311061820028,2010,0,0,1,0
311061820038,2010,0,0,0,1
311061820048,2010,1,1,2,0
311061820067,2010,1,1,1,0
311061820077,2010,1,1,1,1
311061820087,2010,0,0,0,1
311061820096,2010,1,0,2,2
311061820116,2010,2,4,1,2
311061820135,2010,2,1,1,2
311061820145,2010,0,0,0,1
311061820165,2010,2,1,1,1
311061820174,2010,0,0,1,1
311061820184,2010,0,0,0,1
311061820204,2010,0,0,1,1
311065190009,2010,1,3,1,1
311065190017,2010,2,1,1,1
311065190025,2010,1,1,1,2
311065190033,2010,0,3,1,1
311065190050,2010,0,0,0,1
311065190058,2010,2,3,1,1
311065190066,2010,2,0,1,1
311065190075,2010,0,0,1,1
311065190091,2010,0,1,1,1
311065190099,2010,2,1,2,1
311065190108,2010,1,1,1,0
311065190116,2010,0,0,0,1
311065190133,2010,0,0,1,0
311065190141,2010,1,0,1,1
311065190149,2010,1,4,1,1
311065190166,2010,1,2,1,2
311065740030,2010,3,2,1,1
311065740037,2010,2,2,1,2
311065740042,2010,2,2,1,2
311065740086,2010,0,1,1,1
311065740094,2010,1,0,1,0
311065740098,2010,3,4,1,3
311065740110,2010,0,0,0,2
311065740123,2010,0,3,1,1
311065740125,2010,1,3,1,1
311065740143,2010,2,2,1,1
311065740188,2010,0,0,0,1
311065740207,2010,2,1,0,0
311065740247,2010,0,2,1,1
311065740255,2010,2,2,2,2
311065740257,2010,1,0,1,1
311065740259,2010,2,3,2,2
311066820017,2010,1,1,1,1
311066820025,2010,0,1,1,1
311066820037,2010,1,1,1,1
311066820050,2010,1,0,1,1
311066820075,2010,0,2,1,1
311066820087,2010,2,4,2,2
311066820100,2010,0,0,1,1
311066820112,2010,1,2,1,1
311066820137,2010,0,3,1,1
311066820150,2010,1,0,1,1
311066820162,2010,1,3,1,2
311066820175,2010,1,0,1,0
311066820200,2010,1,3,1,1
311066820212,2010,3,2,2,1
311066820225,2010,1,1,1,0
311066820250,2010,1,1,1,1
311074060018,2010,1,3,2,1
311074060029,2010,1,0,1,1
311074060039,2010,0,0,0,1
311074060050,2010,4,1,1,1
311074060072,2010,3,0,1,0
311074060082,2010,0,0,0,1
311074060093,2010,3,1,1,1
311074060104,2010,2,1,1,1
311074060125,2010,2,1,1,2
311074060136,2010,1,0,1,0
311074060147,2010,1,2,2,1
311074060157,2010,0,0,1,0
311074060179,2010,1,3,1,2
311074060189,2010,0,1,1,0
311074060200,2010,0,1,1,1
311074060222,2010,0,1,1,1
311082650016,2010,1,1,1,0
311082650025,2010,0,0,0,1
311082650034,2010,1,4,1,1
311082650043,2010,0,1,1,1
311082650061,2010,1,1,1,0
311082650070,2010,1,2,1,1
311082650078,2010,2,1,1,1
311082650087,2010,0,0,0,1
311082650105,2010,1,0,1,1
311082650114,2010,0,0,0,1
311082650123,2010,1,1,1,3
311082650132,2010,1,0,1,1
311082650149,2010,0,0,1,1
311082650158,2010,2,0,1,1
311082650167,2010,2,2,1,1
311082650185,2010,2,1,1,1
311087030024,2010,2,1,1,1
311087030057,2010,0,2,1,1
311087030121,2010,1,2,1,1
311087030172,2010,1,1,1,1
311087030174,2010,4,3,1,3
311087030214,2010,0,0,0,1
311087030266,2010,0,1,1,1
311087030267,2010,1,2,2,1
311087030288,2010,3,3,1,0
311087030320,2010,1,1,1,1
311087030327,2010,1,4,1,1
311087030335,2010,1,1,2,2
311087030344,2010,3,2,1,0
311087030374,2010,2,1,1,1
311087030375,2010,2,0,2,0
311087030385,2010,2,1,1,1
311104620006,2010,1,2,1,1
311104620007,2010,1,1,1,0
311104620010,2010,0,2,1,1
311104620014,2010,3,1,1,0
311104620021,2010,0,0,1,1
311104620024,2010,0,1,0,1
311104620028,2010,2,1,1,1
311104620031,2010,1,2,1,1
311104620038,2010,0,0,1,1
311104620042,2010,1,3,1,1
311104620045,2010,2,0,1,1
311104620049,2010,2,1,1,2
311104620056,2010,0,0,1,1
311104620059,2010,0,0,1,0
311104620063,2010,0,0,0,2
311104620070,2010,1,0,1,0
311200970022,2010,1,0,1,1
311200970036,2010,1,1,1,1
311200970051,2010,1,0,1,1
311200970066,2010,1,1,1,1
311200970095,2010,1,3,1,1
311200970110,2010,1,1,1,1
311200970125,2010,1,1,1,1
311200970140,2010,1,1,1,1
311200970169,2010,1,0,1,1
311200970184,2010,0,0,2,0
311200970199,2010,1,0,1,1
311200970213,2010,2,0,2,2
311200970243,2010,1,1,1,1
311200970258,2010,3,2,1,1
311200970272,2010,0,3,1,1
311200970302,2010,2,1,1,1
311202180027,2010,1,1,2,2
311202180042,2010,2,2,1,1
311202180057,2010,0,0,2,1
311202180072,2010,0,1,1,1
311202180102,2010,2,0,1,4
311202180116,2010,0,3,2,1
311202180131,2010,1,3,1,0
311202180146,2010,1,2,1,2
311202180176,2010,1,1,1,1
311202180191,2010,0,0,1,1
311202180206,2010,2,1,1,1
311202180221,2010,1,0,1,1
311202180251,2010,0,0,2,1
311202180266,2010,1,0,1,1
311202180281,2010,0,1,1,1
311202180311,2010,0,1,1,0
312010070032,2010,0,3,1,1
312010070034,2010,0,1,1,1
312010070037,2010,1,2,1,1
312010070074,2010,1,1,1,1
312010070116,2010,1,1,1,0
312010070128,2010,1,2,1,2
312010070145,2010,0,1,1,1
312010070158,2010,0,1,6,1
312010070162,2010,1,2,1,2
312010070164,2010,0,0,1,0
312010070169,2010,3,1,2,2
312010070189,2010,1,0,1,0
312010070226,2010,3,2,2,0
312010070230,2010,1,3,1,2
312010070283,2010,1,1,1,1
312010070285,2010,4,1,3,3
312010580008,2010,1,2,1,1
312010580017,2010,0,3,2,2
312010580025,2010,0,2,1,0
312010580034,2010,3,2,1,0
312010580042,2010,3,0,2,0
312010580059,2010,1,0,1,1
312010580067,2010,0,1,1,1
312010580076,2010,1,1,1,1
312010580084,2010,2,3,1,1
312010580101,2010,0,0,0,2
312010580109,2010,2,0,1,1
312010580118,2010,1,2,1,0
312010580126,2010,1,1,1,1
312010580143,2010,1,0,1,1
312010580160,2010,5,1,2,2
312010580177,2010,0,0,0,1
312011040010,2010,1,0,1,1
312011040023,2010,1,3,2,0
312011040036,2010,0,0,1,1
312011040061,2010,0,0,1,1
312011040074,2010,1,1,2,0
312011040086,2010,0,0,0,1
312011040112,2010,1,2,1,2
312011040124,2010,0,1,2,1
312011040137,2010,0,0,0,1
312011040162,2010,2,1,1,1
312011040175,2010,0,0,0,1
312011040188,2010,0,1,2,0
312011040213,2010,3,1,3,1
312011040226,2010,2,3,1,1
312011040238,2010,0,1,1,1
312011040264,2010,2,0,1,0
312011060008,2010,1,1,1,1
312011060014,2010,3,0,1,1
312011060020,2010,4,0,2,1
312011060026,2010,2,1,0,1
312011060038,2010,0,0,0,1
312011060044,2010,1,1,1,1
312011060050,2010,0,0,0,2
312011060056,2010,4,0,1,0
312011060069,2010,2,2,3,1
312011060075,2010,1,1,3,0
312011060081,2010,2,0,2,2
312011060087,2010,2,2,1,1
312011060099,2010,1,1,1,1
312011060105,2010,2,0,1,1
312011060111,2010,0,0,0,1
312011060123,2010,0,1,1,1
312011970001,2010,0,0,0,1
312011970008,2010,2,0,1,1
312011970022,2010,0,0,1,1
312011970028,2010,0,0,0,1
312011970030,2010,1,1,1,1
312011970037,2010,0,1,1,1
312011970057,2010,4,2,1,1
312011970066,2010,1,1,1,1
312011970081,2010,1,2,2,0
312011970088,2010,1,2,3,0
312011970095,2010,0,0,1,0
312011970110,2010,1,1,2,1
312011970117,2010,0,1,1,0
312011970124,2010,1,0,1,0
312011970139,2010,1,1,1,1
312011970146,2010,1,4,1,1
312012300056,2010,2,1,1,0
312012300065,2010,5,3,1,2
312012300081,2010,1,2,2,3
312012300107,2010,1,1,1,1
312012300124,2010,1,4,1,1
312012300129,2010,0,0,1,0
312012300139,2010,0,0,1,1
312012300151,2010,3,1,1,0
312012300169,2010,3,3,2,1
312012300171,2010,1,1,1,1
312012300176,2010,0,0,1,1
312012300179,2010,4,0,2,1
312012300181,2010,0,4,2,3
312012300182,2010,1,2,1,2
312012300185,2010,3,3,1,1
312012300205,2010,1,1,1,0
312012340016,2010,0,1,1,1
312012340028,2010,0,3,1,0
312012340029,2010,0,1,1,1
312012340039,2010,1,2,1,1
312012340050,2010,1,0,1,1
312012340073,2010,0,2,1,1
312012340084,2010,0,3,1,1
312012340095,2010,1,0,1,1
312012340106,2010,3,0,1,0
312012340140,2010,2,0,1,1
312012340151,2010,2,1,1,1
312012340163,2010,0,0,1,1
312012340185,2010,0,1,1,1
312012340195,2010,0,2,1,0
312012340207,2010,0,0,1,1
312012340230,2010,0,0,1,2
312012500003,2010,0,0,2,3
312012500007,2010,2,1,3,3
312012500011,2010,1,2,1,0
312012500016,2010,0,2,1,1
312012500020,2010,0,1,1,1
312012500029,2010,1,1,1,0
312012500033,2010,1,1,1,0
312012500038,2010,0,0,1,0
312012500051,2010,0,0,1,0
312012500055,2010,0,2,1,2
312012500060,2010,1,1,1,2
312012500064,2010,2,2,2,1
312012500073,2010,1,1,2,2
312012500077,2010,3,2,1,1
312012500081,2010,0,2,1,2
312012500090,2010,0,2,1,0
312013500012,2010,0,0,2,0
312013500024,2010,1,0,0,2
312013500036,2010,0,0,0,1
312013500048,2010,1,0,1,2
312013500071,2010,1,2,3,0
312013500083,2010,2,2,0,1
312013500095,2010,2,3,1,1
312013500107,2010,0,0,1,1
312013500131,2010,1,3,1,1
312013500142,2010,1,2,2,0
312013500154,2010,1,1,1,1
312013500166,2010,1,1,1,0
312013500190,2010,1,3,1,0
312013500202,2010,2,2,1,1
312013500214,2010,0,0,1,2
312013500237,2010,1,2,1,1
312015160017,2010,1,4,1,1
312015160031,2010,3,1,1,0
312015160046,2010,3,1,1,0
312015160060,2010,2,2,1,0
312015160089,2010,1,0,2,0
312015160108,2010,1,1,1,1
312015160118,2010,2,3,1,0
312015160132,2010,2,3,1,0
312015160161,2010,1,1,1,1
312015160175,2010,0,2,1,1
312015160190,2010,0,1,1,1
312015160204,2010,0,5,1,1
312015160233,2010,1,1,1,1
312015160248,2010,3,3,1,1
312015160262,2010,3,0,1,1
312015160291,2010,3,1,3,1
312017260008,2010,2,2,1,0
312017260010,2010,1,3,1,0
312017260019,2010,2,2,1,1
312017260042,2010,1,1,0,1
312017260065,2010,1,1,1,1
312017260068,2010,0,1,1,1
312017260072,2010,1,3,1,1
312017260077,2010,3,1,1,1
312017260091,2010,1,0,1,1
312017260104,2010,0,1,1,1
312017260118,2010,0,2,1,1
312017260131,2010,1,4,1,2
312017260141,2010,2,3,1,1
312017260159,2010,0,1,1,0
312017260167,2010,0,0,0,1
312017260168,2010,0,0,1,0
312017470019,2010,3,0,2,1
312017470034,2010,0,3,1,2
312017470048,2010,0,0,2,1
312017470063,2010,0,1,2,0
312017470091,2010,1,3,1,1
312017470106,2010,4,0,2,1
312017470120,2010,0,0,1,0
312017470135,2010,2,1,1,0
312017470164,2010,0,0,1,0
312017470178,2010,0,0,1,2
312017470192,2010,0,0,1,1
312017470207,2010,1,2,1,1
312017470236,2010,0,0,1,0
312017470250,2010,1,1,1,1
312017470265,2010,1,0,1,3
312017470293,2010,0,1,2,0
312017650010,2010,2,2,1,1
312017650011,2010,2,3,1,1
312017650025,2010,1,0,1,1
312017650027,2010,1,0,1,0
312017650037,2010,1,3,1,1
312017650046,2010,1,3,1,0
312017650050,2010,0,2,1,1
312017650079,2010,0,0,1,1
312017650080,2010,0,1,2,1
312017650082,2010,1,2,2,1
312017650086,2010,0,6,1,2
312017650087,2010,0,0,0,1
312017650091,2010,0,1,1,1
312017650092,2010,2,0,0,1
312017650110,2010,3,1,1,1
312017650120,2010,1,2,1,1
312041380016,2010,1,2,1,0
312041380017,2010,2,1,1,0
312041380026,2010,1,3,1,0
312041380034,2010,0,1,1,1
312041380052,2010,2,0,1,0
312041380060,2010,0,0,1,0
312041380069,2010,1,0,2,1
312041380078,2010,4,3,1,0
312041380095,2010,3,0,1,0
312041380103,2010,1,0,1,1
312041380112,2010,3,0,1,0
312041380121,2010,5,0,1,1
312041380138,2010,1,0,1,1
312041380147,2010,1,1,1,1
312041380155,2010,0,1,1,1
312041380172,2010,2,2,1,1
312041840018,2010,3,2,1,1
312041840028,2010,1,1,1,1
312041840037,2010,2,1,1,1
312041840049,2010,1,0,1,0
312041840070,2010,1,1,1,1
312041840080,2010,1,2,1,2
312041840091,2010,2,4,1,1
312041840101,2010,0,1,1,1
312041840122,2010,5,1,2,0
312041840131,2010,2,1,1,1
312041840143,2010,0,2,1,0
312041840153,2010,3,2,1,1
312041840174,2010,1,1,1,0
312041840185,2010,2,3,1,2
312041840195,2010,2,4,1,0
312041840216,2010,0,1,2,1
312042090007,2010,2,2,1,0
312042090012,2010,0,2,2,1
312042090018,2010,0,1,2,0
312042090023,2010,2,2,1,1
312042090034,2010,1,1,1,1
312042090040,2010,0,1,1,2
312042090045,2010,3,1,1,1
312042090051,2010,0,0,0,1
312042090062,2010,4,2,1,0
312042090067,2010,2,3,2,1
312042090073,2010,0,0,0,1
312042090078,2010,0,0,1,1
312042090089,2010,2,2,2,0
312042090095,2010,0,1,1,1
312042090100,2010,0,0,1,0
312042090111,2010,0,1,1,1
312042670015,2010,1,1,1,1
312042670046,2010,3,1,1,0
312042670059,2010,0,0,1,1
312042670068,2010,3,2,1,0
312042670073,2010,2,1,1,1
312042670089,2010,0,2,1,0
312042670102,2010,1,1,1,0
312042670113,2010,2,1,1,0
312042670123,2010,0,0,0,1
312042670141,2010,1,1,3,2
312042670143,2010,1,1,1,1
