j,t,Girls,Boys,Women,Men
103034540019,2010,1,0,1,1
103034540022,2010,1,1,1,1
103034540025,2010,1,0,1,1
103034540028,2010,1,2,1,4
103034540034,2010,1,2,1,2
103034540037,2010,0,3,1,1
103034540040,2010,1,0,1,2
103034540043,2010,2,1,1,1
103034540050,2010,1,2,1,1
103034540053,2010,2,4,1,1
103034540056,2010,3,0,1,1
103034540062,2010,1,3,1,1
103040120012,2010,2,0,0,1
103040120023,2010,2,6,3,1
103040120049,2010,3,0,1,1
103040120062,2010,1,1,2,1
103040120074,2010,3,4,1,1
103040120101,2010,0,2,1,1
103040120105,2010,1,3,3,1
103040120125,2010,4,5,2,1
103040120126,2010,2,2,1,1
103040120129,2010,0,3,2,2
103040120132,2010,1,0,2,0
103040120141,2010,1,1,2,0
103040120148,2010,0,1,2,2
103040120153,2010,2,2,1,0
103040120166,2010,1,1,3,3
103040120171,2010,2,0,1,3
103043600011,2010,1,0,1,2
103043600017,2010,2,1,2,1
103043600024,2010,1,0,2,0
103043600030,2010,3,1,1,1
103043600043,2010,0,3,2,2
103043600049,2010,0,0,1,1
103043600055,2010,1,5,3,1
103043600062,2010,3,1,1,1
103043600075,2010,0,5,1,0
103043600081,2010,5,2,1,2
103043600087,2010,1,4,1,1
103043600094,2010,2,3,1,1
103043600107,2010,0,2,2,5
103043600113,2010,0,0,1,1
103043600119,2010,0,0,2,1
103043600132,2010,2,2,1,2
103046250012,2010,0,1,1,1
103046250019,2010,1,1,1,2
103046250026,2010,1,0,1,1
103046250034,2010,0,0,0,1
103046250048,2010,2,4,2,0
103046250055,2010,2,1,1,1
103046250063,2010,3,2,2,2
103046250070,2010,3,3,1,2
103046250092,2010,1,2,2,1
103046250099,2010,0,2,1,1
103046250106,2010,1,2,1,2
103046250116,2010,2,0,1,1
103046250120,2010,1,1,0,2
103046250128,2010,3,2,2,2
103046250135,2010,2,1,1,0
103046250149,2010,1,2,1,1
103054460016,2010,1,2,1,2
103054460029,2010,2,3,1,2
103054460042,2010,4,0,1,2
103054460055,2010,1,0,1,4
103054460081,2010,2,2,2,2
103054460094,2010,1,1,1,1
103054460107,2010,0,0,0,1
103054460120,2010,0,0,0,1
103054460146,2010,2,0,1,1
103054460159,2010,7,1,3,3
103054460172,2010,2,1,1,1
103054460185,2010,2,3,1,1
103054460224,2010,2,0,1,0
103054460237,2010,1,2,1,2
103054460263,2010,2,2,1,2
103064170003,2010,0,0,0,1
103064170007,2010,0,2,1,0
103064170010,2010,2,0,1,1
103064170014,2010,1,1,1,1
103064170025,2010,1,1,1,1
103064170029,2010,0,1,1,1
103064170033,2010,2,1,1,1
103064170036,2010,1,4,2,1
103064170044,2010,0,2,3,1
103064170047,2010,1,0,1,3
103064170051,2010,1,0,4,0
103064170055,2010,0,2,2,1
103064170062,2010,1,5,1,1
103064170066,2010,1,0,1,1
103064170070,2010,0,1,2,0
103064170077,2010,0,2,1,1
103064310009,2010,1,0,1,2
103064310015,2010,0,2,1,1
103064310021,2010,2,2,1,1
103064310027,2010,2,3,1,2
103064310039,2010,2,0,1,1
103064310046,2010,1,2,1,1
103064310052,2010,1,2,2,2
103064310058,2010,3,0,1,1
103064310070,2010,0,1,1,0
103064310076,2010,1,2,2,3
103064310082,2010,3,0,1,1
103064310088,2010,2,0,1,1
103064310100,2010,1,0,1,1
103064310107,2010,1,0,1,1
103064310113,2010,0,5,1,2
103064310125,2010,2,2,2,2
103074130018,2010,5,2,2,1
103074130028,2010,2,2,2,1
103074130044,2010,0,1,1,2
103074130047,2010,3,2,2,1
103074130052,2010,0,0,1,1
103074130071,2010,3,3,3,1
103074130087,2010,6,1,3,0
103074130099,2010,5,6,2,0
103074130110,2010,0,2,3,0
103074130139,2010,0,0,1,0
103074130171,2010,1,2,0,2
103074130190,2010,4,3,4,1
103074130225,2010,2,1,1,1
103074130252,2010,2,3,3,2
103074130255,2010,1,1,1,1
103074130258,2010,5,1,1,2
103081290004,2010,1,2,2,3
103081290008,2010,2,1,1,1
103081290013,2010,0,3,3,2
103081290018,2010,3,0,0,0
103081290032,2010,0,0,1,0
103081290036,2010,1,1,1,1
103081290041,2010,1,1,0,1
103081290046,2010,0,0,0,2
103081290055,2010,3,0,3,2
103081290060,2010,3,2,1,1
103081290064,2010,3,3,2,2
103081290069,2010,0,0,0,1
103081290078,2010,0,3,1,1
103081290083,2010,4,3,1,2
103081290088,2010,1,0,1,1
103081290097,2010,1,0,1,1
103086360009,2010,1,2,1,1
103086360036,2010,0,4,1,1
103086360045,2010,1,1,2,0
103086360054,2010,4,1,2,1
103086360063,2010,2,2,3,0
103086360072,2010,2,0,1,1
103086360073,2010,1,1,1,1
103086360081,2010,1,4,1,1
103086360090,2010,2,1,1,1
103086360099,2010,2,2,1,1
103086360117,2010,4,0,1,2
103086360126,2010,0,0,1,1
103086360135,2010,2,1,1,1
103086360153,2010,4,2,1,1
103086360162,2010,3,2,4,3
103092730003,2010,1,0,1,1
103092730005,2010,1,2,2,1
103092730007,2010,0,0,1,1
103092730009,2010,0,2,2,1
103092730013,2010,0,0,1,2
103092730014,2010,0,1,1,1
103092730016,2010,2,0,1,1
103092730018,2010,0,1,1,1
103092730022,2010,2,2,1,1
103092730024,2010,0,1,1,1
103092730026,2010,1,0,1,1
103092730027,2010,0,0,1,1
103092730031,2010,0,1,1,1
103092730033,2010,1,1,1,1
103092730035,2010,1,1,1,2
103092730039,2010,0,1,2,1
103092810014,2010,0,0,1,2
103092810027,2010,0,1,3,2
103092810040,2010,4,1,4,1
103092810052,2010,1,2,1,1
103092810078,2010,1,2,1,1
103092810091,2010,0,1,1,3
103092810103,2010,2,1,3,0
103092810116,2010,0,2,1,1
103092810142,2010,2,2,1,1
103092810154,2010,1,1,1,1
103092810167,2010,0,0,1,0
103092810180,2010,2,4,1,1
103092810205,2010,0,0,1,1
103092810218,2010,0,3,1,1
103092810231,2010,1,1,1,1
103092810256,2010,0,1,1,3
103104690001,2010,2,3,1,2
103104690009,2010,2,0,1,1
103104690013,2010,0,0,1,1
103104690014,2010,1,4,2,2
103104690046,2010,3,2,1,1
103104690049,2010,1,2,1,1
103104690056,2010,3,0,1,2
103104690066,2010,2,3,2,2
103104690071,2010,0,0,0,1
103104690089,2010,0,0,0,1
103104690092,2010,1,3,1,4
103104690100,2010,0,2,1,1
103104690112,2010,3,2,1,1
103104690131,2010,2,1,1,1
103104690171,2010,0,0,1,2
103104690175,2010,1,2,1,0
103120480002,2010,2,2,1,1
103120480008,2010,0,0,0,1
103120480015,2010,2,3,1,1
103120480021,2010,2,1,1,1
103120480027,2010,1,3,1,2
103120480039,2010,0,0,0,1
103120480046,2010,3,0,1,1
103120480058,2010,0,0,1,1
103120480070,2010,2,0,1,1
103120480077,2010,0,0,0,1
103120480083,2010,0,0,1,0
103120480089,2010,0,1,1,0
103120480101,2010,1,3,3,2
103120480107,2010,0,2,1,0
103120480114,2010,0,3,3,2
103120480126,2010,3,0,2,3
103120780004,2010,3,1,1,1
103120780007,2010,2,3,1,0
103120780011,2010,0,0,1,1
103120780015,2010,1,1,1,1
103120780022,2010,2,0,2,1
103120780025,2010,4,2,1,1
103120780029,2010,5,0,1,1
103120780033,2010,3,2,1,1
103120780040,2010,2,3,1,0
103120780044,2010,0,0,0,1
103120780047,2010,0,0,0,1
103120780051,2010,2,0,1,3
103120780058,2010,0,2,2,1
103120780062,2010,2,3,1,1
103120780065,2010,1,0,1,1
103120780073,2010,0,0,1,1
103121870004,2010,0,1,1,1
103121870009,2010,1,1,1,2
103121870011,2010,0,3,3,6
103121870017,2010,0,1,1,1
103121870023,2010,2,0,2,1
103121870034,2010,0,0,0,1
103121870040,2010,2,1,3,0
103121870051,2010,0,0,0,1
103121870062,2010,3,1,2,5
103121870068,2010,1,1,1,2
103121870074,2010,0,2,2,1
103121870079,2010,0,3,2,3
103121870091,2010,2,1,1,1
103121870096,2010,0,1,2,0
103121870102,2010,1,2,1,0
103121870113,2010,1,1,1,1
103126000028,2010,3,2,1,2
103126000040,2010,3,1,1,0
103126000042,2010,0,0,1,1
103126000043,2010,2,1,1,1
103126000045,2010,1,2,2,1
103126000051,2010,1,1,2,3
103126000053,2010,3,4,1,1
103126000068,2010,2,4,1,2
103126000081,2010,0,0,4,1
103126000093,2010,1,0,1,1
103126000117,2010,2,1,1,1
103126000139,2010,1,0,1,1
103126000156,2010,1,2,1,1
103126000179,2010,3,1,1,1
103126000190,2010,1,2,2,1
103126000226,2010,0,1,1,1
103202270002,2010,1,1,1,3
103202270018,2010,3,1,1,1
103202270026,2010,1,1,1,1
103202270034,2010,1,3,1,1
103202270050,2010,2,2,2,1
103202270058,2010,0,0,1,0
103202270066,2010,3,1,1,1
103202270074,2010,1,1,2,2
103202270090,2010,1,3,1,3
103202270098,2010,0,0,0,3
103202270106,2010,4,5,1,2
103202270114,2010,2,2,1,1
103202270130,2010,1,0,1,1
103202270138,2010,1,3,1,2
103202270146,2010,0,0,0,2
103202270163,2010,3,0,1,1
104011400012,2010,1,0,1,1
104011400028,2010,0,0,1,2
104011400045,2010,0,1,1,1
104011400061,2010,2,2,1,1
104011400079,2010,1,0,2,0
104011400112,2010,2,1,3,1
104011400129,2010,1,1,1,2
104011400146,2010,1,2,1,1
104011400196,2010,0,1,2,1
104011400213,2010,0,1,1,1
104011400229,2010,1,1,1,1
104011400263,2010,2,2,1,0
104011400280,2010,2,2,2,1
104011400296,2010,3,0,1,1
104011400330,2010,1,1,1,1
104011400347,2010,0,0,1,0
104012120007,2010,2,1,1,1
104012120014,2010,1,0,1,1
104012120021,2010,1,2,1,1
104012120028,2010,3,0,1,1
104012120041,2010,1,1,1,1
104012120048,2010,0,0,0,1
104012120055,2010,1,0,1,1
104012120062,2010,0,0,1,0
104012120075,2010,0,2,0,1
104012120082,2010,2,0,1,1
104012120089,2010,0,0,0,1
104012120096,2010,0,1,1,1
104012120109,2010,6,3,2,1
104012120116,2010,0,2,2,1
104012120123,2010,4,2,3,3
104012120137,2010,4,1,1,3
104014240008,2010,1,1,1,1
104014240013,2010,1,0,1,2
104014240019,2010,1,0,1,1
104014240025,2010,1,0,2,1
104014240036,2010,1,2,3,1
104014240042,2010,1,1,1,1
104014240048,2010,1,1,2,1
104014240054,2010,1,1,1,1
104014240065,2010,2,2,2,1
104014240071,2010,1,1,1,2
104014240077,2010,0,0,0,1
104014240082,2010,2,0,1,1
104014240094,2010,0,1,1,1
104014240100,2010,1,3,1,1
104014240106,2010,1,2,1,1
104014240117,2010,5,1,1,1
104015020020,2010,3,0,1,0
104015020027,2010,2,2,1,1
104015020056,2010,0,1,1,1
104015020074,2010,3,3,1,3
104015020081,2010,0,0,3,0
104015020084,2010,2,1,1,0
104015020099,2010,1,4,1,1
104015020102,2010,2,3,1,1
104015020103,2010,2,2,1,2
104015020121,2010,1,3,5,3
104015020122,2010,1,0,1,1
104015020127,2010,1,2,1,2
104015020133,2010,3,3,1,1
104015020148,2010,0,0,1,1
104015020157,2010,1,0,0,1
104015020173,2010,4,3,3,2
104015220004,2010,3,1,1,3
104015220008,2010,1,1,1,1
104015220019,2010,1,0,1,2
104015220038,2010,0,0,4,3
104015220041,2010,4,3,1,2
104015220042,2010,0,1,0,1
104015220054,2010,0,3,1,1
104015220055,2010,2,1,2,1
104015220061,2010,4,5,2,1
104015220063,2010,2,2,2,2
104015220065,2010,3,2,1,1
104015220068,2010,2,2,4,1
104015220087,2010,3,3,1,3
104015220088,2010,2,0,1,1
104015220091,2010,3,1,1,1
104015220092,2010,3,0,1,1
104015410026,2010,0,2,1,1
104015410046,2010,0,0,1,2
104015410066,2010,1,1,1,1
104015410085,2010,0,1,1,0
104015410125,2010,4,0,1,1
104015410144,2010,2,2,1,1
104015410164,2010,1,3,1,0
104015410184,2010,3,2,1,1
104015410223,2010,1,0,1,1
104015410243,2010,1,1,1,1
104015410262,2010,0,2,1,1
104015410282,2010,0,1,1,1
104015410321,2010,2,1,1,1
104015410341,2010,3,0,1,1
104015410361,2010,0,0,0,1
104015410400,2010,1,0,1,0
104016040005,2010,0,3,1,3
104016040082,2010,2,1,1,1
104016040092,2010,1,1,1,1
104016040105,2010,2,2,1,1
104016040113,2010,1,0,1,1
104016040132,2010,0,0,0,2
104016040139,2010,2,0,1,1
104016040157,2010,1,1,1,3
104016040162,2010,1,0,1,1
104016040173,2010,0,0,0,1
104016040175,2010,0,1,1,1
104016040188,2010,2,0,1,1
104016040190,2010,0,2,2,2
104016040199,2010,0,1,1,1
104016040212,2010,3,0,1,1
104016040225,2010,1,4,1,1
104016350007,2010,3,1,2,0
104016350012,2010,0,4,0,1
104016350018,2010,1,1,1,2
104016350024,2010,1,0,1,1
104016350036,2010,1,0,1,1
104016350042,2010,1,1,1,1
104016350048,2010,1,1,1,1
104016350054,2010,0,0,0,1
104016350066,2010,1,3,1,1
104016350071,2010,1,0,0,1
104016350077,2010,1,0,1,1
104016350083,2010,2,3,1,2
104016350095,2010,1,1,1,1
104016350101,2010,0,0,2,0
104016350107,2010,0,0,2,5
104016350119,2010,2,1,0,1
104017420015,2010,0,0,1,1
104017420016,2010,1,0,1,0
104017420023,2010,1,0,2,1
104017420031,2010,1,4,1,0
104017420047,2010,0,1,1,1
104017420054,2010,1,1,1,1
104017420062,2010,2,1,1,1
104017420070,2010,1,2,1,1
104017420085,2010,3,2,1,1
104017420093,2010,0,0,1,0
104017420101,2010,1,0,1,0
104017420109,2010,1,0,0,1
104017420124,2010,2,2,1,2
104017420132,2010,0,3,1,1
104017420140,2010,0,0,0,1
104017420155,2010,1,2,1,1
104025370013,2010,0,0,0,1
104025370021,2010,0,0,1,1
104025370029,2010,2,1,1,1
104025370037,2010,1,1,1,0
104025370054,2010,2,2,1,1
104025370062,2010,0,1,1,1
104025370070,2010,3,2,1,1
104025370078,2010,0,1,1,1
104025370095,2010,0,3,2,2
104025370103,2010,0,0,1,1
104025370111,2010,1,0,2,1
104025370119,2010,0,2,2,3
104025370136,2010,1,0,3,3
104025370144,2010,0,2,2,1
104025370152,2010,1,1,1,0
104025370168,2010,0,0,2,1
104033320002,2010,0,1,1,0
104033320020,2010,1,0,1,1
104033320028,2010,3,3,2,1
104033320038,2010,0,1,1,1
104033320039,2010,0,2,3,0
104033320061,2010,3,5,3,2
104033320076,2010,2,0,1,1
104033320096,2010,1,2,1,1
104033320119,2010,2,0,1,1
104033320140,2010,1,2,1,1
104033320141,2010,1,3,1,0
104033320154,2010,0,2,1,1
104033320158,2010,2,0,1,1
104033320171,2010,2,2,1,2
104033320195,2010,0,2,1,1
104033320196,2010,1,1,1,1
104034880015,2010,1,2,2,1
104034880018,2010,2,0,2,2
104034880023,2010,1,3,1,2
104034880031,2010,0,0,1,1
104034880039,2010,2,2,1,2
104034880055,2010,1,2,4,3
104034880063,2010,1,1,1,0
104034880070,2010,0,2,1,3
104034880078,2010,2,1,4,1
104034880094,2010,1,1,1,2
104034880102,2010,2,2,1,1
104034880110,2010,1,1,1,1
104034880134,2010,1,4,1,1
104034880142,2010,1,1,1,1
104034880150,2010,0,0,1,0
104034880165,2010,0,0,1,1
104041860008,2010,1,2,1,1
104041860012,2010,2,3,1,2
104041860017,2010,0,2,1,1
104041860021,2010,0,5,1,3
104041860030,2010,1,3,2,3
104041860034,2010,1,2,1,2
104041860039,2010,3,2,1,1
104041860043,2010,1,3,1,1
104041860052,2010,4,1,2,2
104041860056,2010,1,1,1,0
104041860061,2010,3,3,1,1
104041860065,2010,0,2,1,2
104041860074,2010,1,2,1,0
104041860079,2010,2,0,1,1
104041860083,2010,1,2,1,1
104041860092,2010,1,1,2,1
104047070008,2010,0,0,2,1
104047070012,2010,1,3,1,1
104047070016,2010,1,1,1,0
104047070020,2010,4,2,2,2
104047070028,2010,4,2,1,1
104047070033,2010,0,0,1,1
104047070037,2010,1,0,1,1
104047070041,2010,2,1,1,1
104047070049,2010,1,1,1,0
104047070053,2010,1,5,1,2
104047070057,2010,0,0,0,1
104047070062,2010,0,0,1,1
104047070070,2010,1,1,1,1
104047070074,2010,2,0,1,1
104047070078,2010,0,0,1,2
104047070086,2010,1,1,1,1
104052130003,2010,0,2,2,2
104052130007,2010,0,0,1,1
104052130011,2010,1,3,1,2
104052130019,2010,0,0,0,1
104052130039,2010,1,0,2,2
104052130045,2010,2,3,2,5
104052130054,2010,3,0,1,1
104052130062,2010,0,0,1,1
104052130081,2010,4,0,1,1
104052130093,2010,2,1,1,1
104052130100,2010,4,1,1,2
104052130110,2010,2,4,2,1
104052130122,2010,0,3,1,1
104052130146,2010,3,4,1,1
104052130162,2010,0,0,1,1
104052130167,2010,1,2,1,1
104054040015,2010,2,0,1,1
104054040023,2010,1,4,2,1
104054040031,2010,0,0,1,1
104054040039,2010,1,0,1,1
104054040048,2010,0,0,1,1
104054040054,2010,0,0,0,1
104054040062,2010,2,3,2,1
104054040070,2010,0,2,1,1
104054040078,2010,0,3,1,1
104054040093,2010,0,2,2,1
104054040101,2010,2,0,0,1
104054040109,2010,1,2,1,2
104054040117,2010,4,1,1,0
104054040132,2010,0,0,1,2
104054040140,2010,4,0,1,1
104054040164,2010,1,3,2,2
104070680006,2010,0,0,1,0
104070680012,2010,0,3,3,1
104070680018,2010,0,3,1,3
104070680024,2010,2,1,1,1
104070680030,2010,1,4,1,1
104070680042,2010,2,1,1,2
104070680048,2010,1,1,1,2
104070680066,2010,0,3,1,0
104070680073,2010,1,2,1,1
104070680079,2010,1,1,1,1
104070680085,2010,1,1,1,1
104070680091,2010,0,0,0,1
104070680103,2010,1,1,1,1
104070680109,2010,2,3,1,1
104070680115,2010,1,2,1,1
104070680127,2010,3,0,1,1
104071940006,2010,0,1,1,1
104071940010,2010,1,1,1,2
104071940014,2010,0,1,1,1
104071940017,2010,2,0,1,1
104071940025,2010,2,1,1,1
104071940028,2010,2,0,1,0
104071940032,2010,0,1,1,2
104071940036,2010,1,0,1,1
104071940043,2010,2,0,1,1
104071940047,2010,0,2,1,2
104071940050,2010,1,2,1,1
104071940054,2010,1,2,1,1
104071940061,2010,0,1,1,3
104071940065,2010,0,2,1,1
104071940069,2010,0,1,1,1
104071940076,2010,1,1,2,2
104076280008,2010,2,1,1,2
104076280010,2010,1,0,1,1
104076280011,2010,0,0,0,2
104076280016,2010,1,0,1,1
104076280022,2010,0,4,1,1
104076280033,2010,0,0,0,1
104076280038,2010,2,3,1,2
104076280044,2010,2,1,1,1
104076280049,2010,4,0,1,1
104076280060,2010,0,3,1,1
104076280066,2010,1,3,1,1
104076280071,2010,0,2,1,1
104076280077,2010,1,2,1,1
104076280088,2010,4,2,1,1
104076280093,2010,0,0,0,1
104076280099,2010,2,3,1,2
104084410001,2010,1,4,1,1
104084410061,2010,2,2,1,1
104084410065,2010,0,1,1,1
104084410066,2010,0,1,1,1
104084410121,2010,3,0,1,1
104084410173,2010,1,4,1,1
104084410196,2010,1,1,1,0
104084410223,2010,1,0,1,1
104084410228,2010,3,1,3,5
104084410253,2010,2,4,1,2
104084410256,2010,2,1,2,4
104084410262,2010,1,3,1,1
104084410266,2010,1,2,3,1
104084410270,2010,3,4,3,1
104084410273,2010,3,2,2,3
104084410290,2010,2,1,1,2
104094680002,2010,1,0,1,0
104094680011,2010,0,1,2,2
104094680018,2010,0,0,0,2
104094680027,2010,1,3,1,1
104094680037,2010,1,1,1,1
104094680064,2010,2,1,1,2
104094680073,2010,2,4,1,1
104094680082,2010,1,5,2,1
104094680101,2010,0,1,1,0
104094680110,2010,1,1,1,1
104094680119,2010,3,2,2,1
104094680128,2010,4,1,1,1
104094680146,2010,1,4,1,1
104094680155,2010,0,0,0,1
104094680165,2010,1,0,1,1
104094680183,2010,0,1,1,1
104200010006,2010,0,1,1,1
104200010015,2010,1,2,1,0
104200010023,2010,0,2,1,1
104200010031,2010,0,0,0,1
104200010040,2010,2,1,1,1
104200010056,2010,1,5,2,3
104200010065,2010,0,1,3,2
104200010073,2010,1,2,1,1
104200010081,2010,3,0,1,1
104200010098,2010,1,1,2,1
104200010106,2010,0,0,0,1
104200010115,2010,1,2,2,0
104200010123,2010,2,0,1,1
104200010140,2010,0,3,1,1
104200010156,2010,1,0,1,0
104200010173,2010,2,1,4,1
104200350039,2010,0,1,1,1
104200350080,2010,2,1,1,1
104200350096,2010,2,0,3,0
104200350102,2010,1,4,1,1
104200350124,2010,0,0,0,3
104200350153,2010,1,0,2,1
104200350154,2010,0,0,0,1
104200350164,2010,1,1,2,0
104200350177,2010,1,2,1,1
104200350219,2010,2,0,1,1
104200350224,2010,0,0,1,1
104200350229,2010,1,1,2,4
104200350245,2010,0,0,1,0
104200350265,2010,2,0,1,1
104200350271,2010,1,0,1,1
104200350272,2010,3,1,1,1
104200800004,2010,2,1,2,0
104200800009,2010,0,0,1,1
104200800014,2010,0,0,0,1
104200800019,2010,0,0,0,1
104200800024,2010,0,3,1,2
104200800034,2010,0,1,1,1
104200800039,2010,0,0,2,1
104200800044,2010,0,0,3,0
104200800049,2010,0,0,1,1
104200800060,2010,1,1,2,3
104200800065,2010,1,0,1,1
104200800075,2010,1,3,3,3
104200800085,2010,1,2,1,1
104200800090,2010,0,0,0,1
104200800095,2010,0,0,2,3
104200800105,2010,0,0,3,0
105010550018,2010,1,0,1,1
105010550029,2010,0,0,2,1
105010550040,2010,0,1,1,2
105010550050,2010,1,3,1,1
105010550072,2010,4,2,1,1
105010550083,2010,0,0,1,1
105010550094,2010,0,0,1,1
105010550104,2010,0,0,0,1
105010550126,2010,0,2,1,3
105010550137,2010,1,3,2,1
105010550148,2010,3,1,2,2
105010550159,2010,0,0,1,1
105010550180,2010,3,1,1,1
105010550191,2010,2,2,1,1
105010550202,2010,2,2,1,1
105010550223,2010,0,0,0,1
105012160001,2010,1,1,1,0
105012160005,2010,0,1,1,1
105012160010,2010,2,0,1,0
105012160018,2010,2,0,1,1
105012160022,2010,0,2,1,1
105012160026,2010,1,1,1,1
105012160034,2010,2,1,1,2
105012160039,2010,4,2,3,1
105012160043,2010,0,2,1,0
105012160051,2010,1,2,1,1
105012160055,2010,3,0,1,0
105012160059,2010,1,1,2,0
105012160068,2010,0,0,0,1
105012160072,2010,0,2,2,1
105012160076,2010,0,1,1,1
105012160084,2010,1,2,1,1
105015050001,2010,4,1,1,1
105015050002,2010,0,0,1,1
105015050003,2010,1,1,1,1
105015050004,2010,0,0,1,1
105015050005,2010,2,1,1,2
105015050006,2010,2,1,2,2
105015050007,2010,0,0,1,1
105015050008,2010,0,1,1,4
105015050009,2010,2,0,1,1
105015050010,2010,1,2,1,3
105015050011,2010,1,2,2,1
105015050012,2010,0,0,1,0
105015050013,2010,0,0,3,2
105015050014,2010,0,2,1,1
105015050015,2010,0,0,1,1
105015050016,2010,3,1,1,1
105017090009,2010,2,0,1,1
105017090026,2010,1,4,2,2
105017090049,2010,0,1,1,1
105017090050,2010,2,2,1,2
105017090062,2010,0,0,1,1
105017090064,2010,3,1,1,2
105017090069,2010,1,0,1,1
105017090077,2010,1,3,1,2
105017090083,2010,2,2,1,1
105017090086,2010,2,0,1,2
105017090091,2010,3,1,2,3
105017090117,2010,0,2,1,1
105017090120,2010,2,3,1,1
105017090122,2010,1,0,1,1
105017090131,2010,1,1,1,1
105017090142,2010,0,0,1,1
105020430005,2010,0,1,1,1
105020430012,2010,0,1,1,1
105020430018,2010,0,0,0,1
105020430025,2010,1,0,1,1
105020430032,2010,0,2,1,1
105020430045,2010,0,0,1,1
105020430052,2010,1,1,1,1
105020430059,2010,2,2,1,1
105020430066,2010,0,0,1,0
105020430079,2010,2,0,1,1
105020430086,2010,1,1,1,1
105020430093,2010,1,0,1,0
105020430099,2010,0,0,1,0
105020430113,2010,2,2,1,1
105020430120,2010,0,2,1,0
105020430131,2010,1,3,2,0
105022680036,2010,2,0,1,1
105022680063,2010,0,2,2,0
105022680090,2010,0,0,1,1
105022680170,2010,2,3,1,1
105022680216,2010,0,0,1,1
105022680242,2010,0,1,1,1
105022680273,2010,0,0,1,0
105022680301,2010,1,1,1,1
105022680323,2010,0,2,0,1
105022680324,2010,0,0,1,0
105022680337,2010,2,0,2,1
105022680350,2010,2,0,1,1
105022680375,2010,0,0,1,1
105022680376,2010,0,3,1,1
105022680391,2010,1,1,1,1
105022680406,2010,0,0,1,1
105024390007,2010,3,3,1,1
105024390030,2010,0,0,1,1
105024390053,2010,1,0,1,1
105024390099,2010,0,0,1,1
105024390121,2010,3,2,1,1
105024390144,2010,1,0,1,2
105024390190,2010,0,0,1,0
105024390213,2010,1,1,1,1
105024390236,2010,0,3,1,1
105024390282,2010,1,2,0,1
105024390305,2010,1,2,1,1
105024390328,2010,2,0,1,0
105024390374,2010,1,1,1,1
105024390397,2010,1,1,1,1
105024390420,2010,3,1,2,3
105024390466,2010,3,3,1,1
105025930009,2010,0,0,1,0
105025930015,2010,2,4,1,1
105025930020,2010,0,2,0,1
105025930026,2010,1,2,1,2
105025930037,2010,0,2,2,0
105025930042,2010,1,1,1,1
105025930047,2010,0,0,1,0
105025930053,2010,1,1,1,1
105025930064,2010,1,2,1,1
105025930069,2010,1,2,1,1
105025930075,2010,0,1,1,1
105025930080,2010,0,3,1,1
105025930091,2010,0,0,1,1
105025930097,2010,1,0,1,1
105025930102,2010,1,1,1,2
105025930113,2010,0,0,1,1
105027300015,2010,0,0,1,0
105027300018,2010,0,0,0,1
105027300023,2010,0,0,0,1
105027300031,2010,3,1,1,1
105027300039,2010,0,2,1,1
105027300055,2010,0,0,0,1
105027300063,2010,0,0,0,1
105027300071,2010,0,3,2,1
105027300079,2010,2,0,1,1
105027300094,2010,2,1,1,1
105027300102,2010,0,0,1,0
105027300110,2010,0,1,1,0
105027300134,2010,0,0,1,0
105027300142,2010,0,0,1,1
105027300150,2010,0,2,1,0
105027300166,2010,0,2,1,1
105032110006,2010,0,0,1,2
105032110010,2010,0,1,1,0
105032110013,2010,0,0,1,1
105032110017,2010,1,0,0,1
105032110024,2010,1,3,1,1
105032110027,2010,0,0,1,1
105032110031,2010,1,0,1,2
105032110035,2010,2,0,1,1
105032110042,2010,1,2,1,1
105032110045,2010,4,0,1,0
105032110049,2010,2,2,1,1
105032110052,2010,1,3,1,1
105032110060,2010,3,2,4,1
105032110063,2010,1,1,1,1
105032110067,2010,0,0,1,1
105032110074,2010,0,1,2,1
105033670001,2010,1,6,1,2
105033670004,2010,3,2,1,1
105033670007,2010,1,4,1,2
105033670008,2010,3,3,1,1
105033670009,2010,1,2,3,1
105033670014,2010,1,4,2,2
105033670017,2010,2,2,2,1
105033670018,2010,2,0,1,1
105033670021,2010,0,2,1,2
105033670024,2010,4,1,1,3
105033670028,2010,0,0,0,1
105033670030,2010,0,2,2,4
105033670032,2010,3,1,1,2
105033670035,2010,2,1,1,1
105033670040,2010,2,1,2,1
105033670045,2010,4,0,5,2
105051360004,2010,5,1,1,1
105051360005,2010,1,1,1,2
105051360010,2010,2,4,1,1
105051360013,2010,2,3,1,1
105051360016,2010,1,0,1,2
105051360034,2010,0,0,1,1
105051360035,2010,3,1,2,2
105051360053,2010,0,0,1,1
105051360062,2010,0,0,1,2
105051360068,2010,0,3,1,1
105051360069,2010,4,0,1,1
105051360070,2010,1,2,1,0
105051360075,2010,2,0,1,1
105051360077,2010,0,0,0,1
105051360081,2010,2,3,2,1
105051360098,2010,0,0,1,0
105051510009,2010,1,1,1,1
105051510013,2010,2,1,1,1
105051510018,2010,0,3,1,1
105051510023,2010,3,1,1,1
105051510032,2010,1,1,1,1
105051510041,2010,2,0,1,1
105051510046,2010,1,1,1,1
105051510055,2010,3,3,2,1
105051510060,2010,1,0,1,2
105051510065,2010,2,0,1,1
105051510069,2010,1,1,1,1
105051510079,2010,1,1,1,1
105051510083,2010,0,2,1,1
105051510088,2010,1,3,1,1
105051510097,2010,2,0,1,2
